reds,delta_mu
0.02238,0.02758725483654241
0.02292,0.03492249685940926
0.02161,0.02090525343782395
0.02161,0.02090525343782395
0.02257,0.023605049373414257
0.02214,0.0199359562834899
0.02214,0.0199359562834899
0.02217,0.03606067745241618
0.02334,0.02896780408063616
0.02334,0.02896780408063616
0.02181,-0.01275800816533522
0.02181,-0.01275800816533522
0.02253,0.02692230620339968
0.02253,0.011020516153413642
0.02382,0.035117545272452234
0.02226,0.037709997937910876
0.02224,0.029278341165769196
0.02368,0.034013459429892694
0.02374,0.0212576651897396
0.0226,0.0350662740438315
0.0226,0.0350662740438315
0.0235,0.020005697394280535
0.02324,0.03926354088339344
0.02317,0.003853282026451384
0.02262,0.038885785772804486
0.02287,0.030204889361842596
0.02222,0.03231308485437131
0.02295,0.023061382628660653
0.02295,0.023061382628660653
0.02328,0.008328565634495452
0.02328,0.008328565634495452
0.02328,0.008328565634495452
0.02315,0.0004911194581613792
0.02315,0.0004911194581613792
0.02309,0.02941891667670725
0.02405,0.03153616434119822
0.0245,0.027453018022401417
0.0228,0.011133810418743874
0.0228,0.011133810418743874
0.02331,0.017114999979074213
0.0222,0.011858888797776274
0.02422,0.03175906797765687
0.02307,0.01271074425379604
0.02396,0.03594852079745386
0.02296,0.037164801840718104
0.02454,0.015259244514863013
0.02358,0.0020081913214899964
0.02436,0.025322135753758458
0.02436,0.02531707548947392
0.02421,0.014720869350287918
0.0242,0.03832078723724121
0.0242,0.03832078723724121
0.0245,0.01665730321862072
0.02425,0.034390182528465506
0.02395,0.034547394162073086
0.02395,0.034547394162073086
0.02349,0.0285215303308069
0.02414,0.025791501842137226
0.02476,0.028848710631982022
0.02476,0.028848710631982022
0.02476,0.028848710631982022
0.02395,0.033319038006911744
0.02451,0.024662935644250962
0.02451,0.024662935644250962
0.02451,0.024662935644250962
0.02426,0.022370208325344393
0.02426,0.022371171288911557
0.02406,0.01296269232256441
0.02404,0.024229628209432672
0.02491,0.03664610132814716
0.02553,0.013157070653033783
0.02481,-0.0020617609573107777
0.02481,-0.0020617609573107777
0.02413,0.012196155866623927
0.02481,-0.0020617609573107777
0.02499,0.0292328214131506
0.02443,-0.008950104650057387
0.025,0.03212145649471653
0.025,0.03212061198380518
0.025,0.03212061198380518
0.02469,0.017859226632398497
0.02469,0.017859226632398497
0.02547,0.02897827861479501
0.02494,0.022443670104202295
0.02494,0.022443670104202295
0.02582,0.030567635196936192
0.02522,0.03787426260767289
0.02474,0.0170185946490208
0.02492,0.028302627820665983
0.02592,0.018784332851084475
0.02538,0.014935312994859503
0.02525,0.01373116078507557
0.02584,0.0004628073593074835
0.02584,0.0004628073593074835
0.02584,0.0004628073593074835
0.02618,0.03967583783554472
0.02597,-0.009903953452895135
0.02597,-0.009903953452895135
0.02579,0.024263868180039852
0.02595,0.0009127432276890289
0.02603,0.0127917240306306
0.02603,0.0127917240306306
0.02691,0.030080835219060624
0.02643,0.0207732731699773
0.0264,0.016517489504041347
0.02724,-0.010389692660135981
0.02633,0.0022134226727631963
0.02655,0.028163633325172986
0.02655,0.028163633325172986
0.02655,0.028163633325172986
0.02643,0.025111780910474592
0.0266,-0.0010650654892186097
0.02721,0.03834552156497342
0.02717,-0.009873733756188606
0.02717,-0.009873733756188606
0.02717,-0.009873733756188606
0.02676,0.02135367379259057
0.0277,0.023397803035023933
0.02704,0.008417667734442212
0.02759,-0.005460472350291315
0.02748,0.011367332637694981
0.02827,0.006654562305548755
0.02775,0.011281954940408604
0.02831,0.025159093116192174
0.02831,0.025159093116192174
0.02831,0.025159093116192174
0.02794,0.03721165707302178
0.02834,0.008452378985989262
0.02834,0.008452378985989262
0.02778,-0.009367111084697828
0.02732,0.02215717442301908
0.02732,0.02215717442301908
0.02732,0.02215717442301908
0.02802,0.01990117196745545
0.02829,-0.009420932333660067
0.02779,-0.009250315639073766
0.02953,0.03546323649881839
0.02859,0.03536261534485275
0.02806,0.03125920010893506
0.02828,0.026020351180989595
0.02871,0.010173067002397264
0.02845,0.036056548458708135
0.02875,0.035191547177653285
0.02844,-0.005804233204462192
0.0285,0.029575944573462517
0.02895,-0.00936851295421995
0.02895,-0.00798657821764277
0.02874,0.007750507506274815
0.0299,0.03067456482201494
0.02886,0.025387884261403214
0.02896,0.010471563467400953
0.0305,0.034686777098563805
0.03053,0.02030845884324887
0.029,0.020319548266405887
0.03048,0.01695850188678497
0.02935,0.019661725794981964
0.02988,0.00838773665944729
0.02934,0.02144032162563179
0.02962,0.009803209733874604
0.02978,0.0028613194446226523
0.02978,0.0028613194446226523
0.02978,0.0028613194446226523
0.03025,0.031641783926622924
0.03002,0.026172445922108458
0.02994,0.02217893762546489
0.02973,0.013631465800976381
0.02965,-0.005659210016609921
0.03099,0.01477114514208245
0.03004,0.025169544299349048
0.0298,0.010446700844320709
0.03007,0.006419146054898365
0.03093,0.02463965589111395
0.03136,0.0078907480159032
0.03072,0.034636798744233754
0.03072,0.034759428038566985
0.03072,0.034759428038566985
0.03013,-0.003175608887029141
0.03107,0.027416212192257775
0.03107,0.027416212192257775
0.03132,0.034331379773367636
0.03093,0.02470685342766015
0.03156,-0.007705233791582774
0.03141,-0.008557720502612035
0.03141,-0.008557720502612035
0.03141,-0.008557720502612035
0.03241,0.02994133841505072
0.03241,0.02994133841505072
0.03241,0.02994133841505072
0.03075,0.02721112067039473
0.03107,-0.0020106376337340735
0.03264,0.016795739586725734
0.03123,0.03235883109948437
0.03081,0.03141402133731471
0.03081,0.011209031994322558
0.03081,0.007712169356245989
0.03081,0.007712169356245989
0.03279,0.014465844555366945
0.03207,-0.004235508082887161
0.03158,0.0264588213743741
0.03174,0.020602833117562346
0.03201,0.03385696952351997
0.03212,0.011566674209126614
0.03212,0.011566674209126614
0.03183,0.0018655846699754384
0.03183,0.0018655846699754384
0.03189,0.0144427736433358
0.03246,0.021936563109536036
0.03246,0.021936563109536036
0.03246,0.021936563109536036
0.0337,0.013210352833426572
0.03337,0.0285525605148381
0.03212,0.0006081784627934735
0.03212,0.016619395243429324
0.0325,0.014644221930043173
0.0325,0.014644221930043173
0.03314,0.009484865796001048
0.03245,0.01876071215442615
0.03245,0.01876071215442615
0.03336,0.028996181765226794
0.03292,0.02149485600993814
0.03292,0.02149485600993814
0.03309,0.017813027402246794
0.03344,0.0045177816487898615
0.03316,0.002141703228696601
0.03323,0.024548503878877793
0.0331,0.025439619466934203
0.03432,0.02789423491430989
0.03352,0.005790624001370384
0.03352,0.005790624001370384
0.03565,0.013170883182881165
0.03533,0.024896426627949598
0.0337,0.015589669341110706
0.03481,0.018102524259139753
0.0341,0.00432516174681853
0.03351,0.01708441883798737
0.03492,0.03135322840288977
0.03574,0.017089244780436802
0.03369,0.014797366559457204
0.03369,0.014797366559457204
0.03497,0.020774744420587885
0.03445,0.013998892060159515
0.03518,0.0270213490627852
0.03542,0.015880762868551994
0.03495,0.015189598951726462
0.03495,0.015189598951726462
0.03564,0.018788611736306627
0.03501,0.02937393876591321
0.03592,0.007232936906273954
0.03544,0.029324420251831827
0.03602,-0.006705650921397023
0.03577,0.026561672760328083
0.03643,0.018685814148206872
0.03643,0.018685814148206872
0.03725,0.01541552038999119
0.03631,0.02471130022899243
0.03631,0.02471130022899243
0.03616,0.013714601290941212
0.03654,0.006705103362045135
0.03591,0.013393919654988772
0.03646,0.02868311098792633
0.03627,0.013823524684851929
0.03627,0.013823524684851929
0.03589,0.013167604584259493
0.03704,0.0004731815417935526
0.03639,0.016450830310143348
0.03652,0.016593972296427246
0.03652,0.016593972296427246
0.03761,0.0029922787907559396
0.03672,0.014831154586897944
0.03641,0.010769144937382662
0.03732,0.02914375503275822
0.03732,0.02914375503275822
0.0379,0.01710904321643767
0.03762,0.024080868454670574
0.0394,0.013305288007355885
0.03748,0.024106555454884163
0.03835,0.022222434213634446
0.03832,0.023104129451104176
0.03871,0.018663380071577328
0.038,0.015087631238791178
0.03928,0.003595019483180291
0.03996,-0.002449599254510779
0.03891,0.014223714788540544
0.04015,0.02417286610543276
0.04015,0.02417286610543276
0.03975,0.014484945843993813
0.04056,0.0028833236976782313
0.04045,0.009282345157299804
0.04027,0.021723259811590696
0.04059,0.024021715981129087
0.04023,0.014448659899843244
0.0428,0.016809743451045293
0.04239,0.01895263806910361
0.04223,0.013576488856618786
0.04251,0.01775608946059245
0.0413,0.00630352682133778
0.0413,0.00630352682133778
0.04265,0.020767903517404145
0.04252,0.02010990323972512
0.04328,-0.007107574555179804
0.04275,0.017210971343550985
0.04275,0.017210971343550985
0.04391,0.019552844202530506
0.04307,0.025542971817024925
0.04404,0.02070716437312925
0.04397,0.007109691661956089
0.0451,0.01745805736600408
0.04366,0.01685553949135957
0.04429,0.01671919875170982
0.04433,0.01999708254625663
0.04502,0.01240222941284675
0.04496,0.01665986870195493
0.04496,0.01665986870195493
0.04488,0.020808040800585056
0.04549,0.006275624787181019
0.04627,0.016704925509132208
0.04612,0.022126576161027863
0.04541,0.01109022098116031
0.04673,-0.0014612813390251615
0.0467,0.014846151522949368
0.04692,0.011006253313571121
0.04692,0.011006253313571121
0.04764,-0.0023600977282643696
0.04677,0.0025920622992557396
0.04734,0.00037152285446853184
0.04768,0.014056696604615084
0.0478,0.015096917472106564
0.04777,0.02273990896560773
0.04777,0.01641583129353689
0.04867,0.006162934041213852
0.04839,0.007015903227303887
0.05018,0.012361151696958854
0.04896,0.006041267770130795
0.04928,0.018807083286628872
0.05019,0.003289102981126534
0.04952,0.014049069160669381
0.0498,0.019820299823291556
0.04998,0.0059332239276436195
0.04944,0.006884862095050612
0.0497,0.01872702566196277
0.05063,0.01339783584523614
0.05071,-3.9731916071311326e-05
0.04995,0.019104154964231925
0.05139,0.014520740305565322
0.05196,0.014659355586017081
0.05165,0.01947022116658491
0.05148,0.008620340868488676
0.05232,0.016678400331996954
0.05232,0.016678400331996954
0.05229,0.016294376225068973
0.0532,0.0023358353532723464
0.05268,0.0053112893745796115
0.05291,0.019240561971730148
0.05449,0.0005099829241415658
0.0543,0.01035706621620036
0.05485,0.01427602726254166
0.05529,0.015750380304257953
0.05513,0.014905955691955734
0.05641,0.01786755396610691
0.05658,0.0032168052761883223
0.05668,0.00465516979661619
0.05631,0.01350649091054895
0.0568,0.0158402636358773
0.0576,0.01302795143126806
0.0576,0.01302795143126806
0.05708,0.012813598183565918
0.05837,0.011929788729091544
0.05837,0.011929788729091544
0.05934,0.010793577077277008
0.06079,-0.0009445133924482296
0.0613,0.010845760766540124
0.0613,0.010845760766540124
0.06067,0.007450383633733314
0.06116,0.0036304433625319807
0.06116,0.0036304433625319807
0.06142,-0.00941624173702744
0.0637,0.01362111434791849
0.06419,0.003010820830466115
0.06398,-0.00023171484141509303
0.06485,0.01471347570727213
0.06603,-0.0013940614000609519
0.06652,0.009328298091857723
0.06723,0.00299617235749377
0.06731,0.009297157476353126
0.06758,0.004242538763360069
0.06841,-0.004753774602458618
0.06908,0.0016391124240761395
0.0691,0.013578702613310718
0.07076,0.0024166109655206066
0.07028,0.010191959611388886
0.07028,0.010191959611388886
0.07046,0.006498948185236608
0.07113,0.0018309093384874888
0.07068,-0.003858388872914605
0.07061,0.001999355672493729
0.07074,0.01172265237890558
0.07094,0.01457128128008296
0.07149,0.008714549973922115
0.07134,0.009139962004055232
0.07193,0.001199153315617595
0.07196,0.009272346016504809
0.07301,0.00630063113795043
0.07398,0.012543209825290074
0.07478,0.008078209972300418
0.07467,0.004591516858835239
0.0749,0.009961900182554537
0.0749,0.009961900182554537
0.07514,0.007053808440295125
0.07529,0.00826115435874743
0.07557,0.009052087086492314
0.07855,-0.008626985747614346
0.07833,0.010420828512540151
0.07849,0.009631534231099538
0.07849,0.009631534231099538
0.07869,0.006517919283816151
0.07891,-0.012233176206289421
0.07901,0.00878542461530847
0.07966,0.0018880366513510565
0.08024,0.011394270870688
0.08141,0.005868446284925387
0.08221,0.012853274088089598
0.08255,0.009205569636433661
0.08282,0.00817385963542493
0.08366,0.005566563360881476
0.08544,0.00875432873118509
0.08656,0.006236116280807183
0.08848,0.0010739612478456407
0.09015,0.0016679677542901679
0.09066,0.0013730190634075397
0.09181,0.005218935118375755
0.09284,-0.0024534390052320795
0.09968,-0.000723715178507302
0.10142,0.010510208085772906
0.10237,-0.0009506374804994093
0.10231,0.00809122227021174
0.10298,0.008023174945056923
0.10338,0.006428535916249345
0.10351,0.0057809823909923935
0.10485,0.003695617799929721
0.10638,0.006847577540489727
0.10684,0.006371884984900258
0.10694,-0.002559192707892153
0.10728,-0.0005687722441794439
0.10751,0.007004389951351911
0.1081,-0.0007065823760823846
0.10886,0.004056760290123955
0.10988,0.007768844781014519
0.11243,-0.002832232891999815
0.11365,0.006393356857879932
0.11628,0.0060402545123342975
0.11635,0.005548278170048898
0.11741,0.005682409102648658
0.11771,0.004063297891936116
0.11797,0.003603855287373807
0.11878,0.00560541184249967
0.11992,0.005448703630213049
0.12042,-0.00482987728603578
0.12067,0.001348815293848438
0.1219,-0.0009217511936720943
0.12208,0.00918160348772805
0.12262,0.004935642599763139
0.12303,-0.0077248153184113055
0.12336,0.006024812138888088
0.12356,0.005158979649706725
0.12363,0.004071414647230461
0.12377,0.005558867203202274
0.12384,0.00471864044908021
0.12455,-0.001035091225118382
0.12542,0.0016072197425894396
0.12608,0.004745464458972955
0.12688,0.0017344128353906684
0.12694,-0.0022513471979026386
0.12705,0.004748278188708028
0.12716,0.005150770761475208
0.129,0.005844542440516625
0.12904,0.005137973491918359
0.12929,0.005600457011183941
0.1294,0.0005363029495269019
0.13153,0.004799379796321071
0.13269,0.006395547758423516
0.13349,0.0053774581438219985
0.13353,0.00578864252733314
0.13463,0.004625772243874091
0.13514,0.005558662591473864
0.13599,0.005749514106344471
0.1364,0.0056563997769867305
0.13687,-0.006011213192444818
0.13696,0.0009429121326906337
0.13729,-0.0006439442587910025
0.13811,-0.00699355040738858
0.13818,-0.00815993168940068
0.13824,-0.0004261674319884341
0.13834,0.002907810103650949
0.13868,-0.008128959812350445
0.13864,-0.0004817137033470004
0.13959,0.0059826356716047215
0.1407,-0.00621537553676772
0.14084,0.00448091547913473
0.14108,0.005450321207780585
0.1412,0.005538483221768447
0.14311,0.004431287694070828
0.14335,-0.007316224459200257
0.14344,-0.0003496083981797304
0.14388,0.005205742014002063
0.1441,-0.0034847553032252825
0.14533,-0.0076563927160116846
0.14624,0.0054367526302753376
0.14656,0.005803018584113899
0.14741,0.005686982804202246
0.14729,0.003099105614365611
0.14759,-0.005824944512403838
0.14757,0.007628411409271719
0.14812,0.006023412385798261
0.14792,-0.0008671281993255018
0.14819,0.005320174345896624
0.14882,0.00030389979454339847
0.14923,0.005038011885266396
0.15036,0.005241718868286506
0.15067,0.0008293725342291766
0.15186,-0.007250269344662532
0.15272,0.004312217972728553
0.15304,-0.0017056137791204616
0.15317,0.004915634018803679
0.15325,0.004591915545191366
0.15339,0.004657687007396332
0.15493,0.0042775483197059015
0.15509,0.0035848169453694613
0.15518,0.004390763566975941
0.15591,-0.006311135177186769
0.15654,0.004979296383289996
0.15838,0.004346299134300244
0.15906,0.004877941069299279
0.15922,-0.00644932404891086
0.15935,0.0037013876949846536
0.16009,0.005325473448491287
0.15991,0.004811631530721132
0.16036,0.004869182010116683
0.16045,0.006693069267420605
0.1606,0.0038324863272010336
0.16134,-0.0006245945881357551
0.1622,0.004739465418956396
0.16357,0.004696822037309441
0.16431,0.004738795139810045
0.16455,0.004514942250527296
0.16478,0.004698011839153681
0.16593,-0.006429725540692687
0.16595,-0.003332515856436794
0.16817,-0.005508787635947524
0.16935,-0.000502451538718607
0.1696,-0.0034558010334685106
0.17029,-0.0006975703492996642
0.17137,-0.0004083083705258544
0.17156,0.004531758425840203
0.17239,0.0035591630540608675
0.17274,0.004833833778378881
0.17282,0.000870495877515027
0.17315,0.004452024635597915
0.17357,0.00428908137524432
0.1736,0.004064212487332307
0.17383,-0.006019019757982538
0.174,0.00435307857115784
0.17405,0.004450286908703397
0.17431,-0.0066048484454793496
0.17427,0.004218026461730716
0.17428,0.00441682355578671
0.17483,0.0011363335071024566
0.17654,0.0033634326575628275
0.17697,0.0032033103979891113
0.17729,-0.00614918936572087
0.17769,0.004086937392714615
0.1778,0.004803552908246576
0.17839,-0.0005327948328008933
0.1789,-0.0033229333052014875
0.17896,0.002636249097041098
0.17916,0.0017967095272841526
0.17955,0.004770961891462229
0.17959,0.004080904055516817
0.17979,0.004748442131255443
0.1799,0.0040094483285681775
0.18037,0.003707283889266953
0.18059,-0.0004861237419057756
0.18064,0.004298934395624782
0.18067,0.0008103371055389685
0.18071,0.000781159283080808
0.1808,0.0032832992897164157
0.18138,-0.00043209626499112266
0.18123,0.0036343265461489544
0.18148,0.004665775611142743
0.18203,0.003888502869879504
0.18216,0.0038464372403340837
0.18217,0.0039077239363588525
0.18243,-0.0043106947398650584
0.18345,0.0021771491674320497
0.18383,0.004865614562147572
0.18376,0.0009503857671527532
0.18388,0.0007667356084529314
0.18444,0.003975663218797946
0.18443,0.004110750809146142
0.18468,0.0032223504527309123
0.18482,-0.002168537843013243
0.18492,0.003986144769872615
0.18501,0.0023510512261604214
0.18507,0.002780725346813759
0.18538,-0.0003474773606457331
0.18651,0.002855139388381128
0.18714,0.003619985735742088
0.18801,-0.005748981294060344
0.18892,0.0037834899696662858
0.18893,0.004139919177636059
0.18937,0.004764121822548838
0.18915,0.004143266725377771
0.18931,0.003919705206187618
0.18955,0.004442692983510625
0.18979,0.004066046568973885
0.19009,0.00403773161518426
0.19026,0.003989149469517227
0.1903,0.0037250052070628152
0.19397,0.003976073452626373
0.19422,0.0034205080831715582
0.19534,0.0030157497619487553
0.19556,0.004282747265301147
0.19549,-0.005355908791153805
0.19555,0.0010133410085746686
0.19602,0.0008207696487338893
0.19611,-0.004254828995183245
0.19616,0.004116093660182878
0.19624,0.004114213973006445
0.19719,0.003042706667825374
0.19726,0.003984844591342114
0.19786,0.004340192697954521
0.19801,0.0033302245033561308
0.19815,0.0036540539346695566
0.19846,0.003926875707624247
0.1986,0.0035905539144696036
0.19863,0.0036466295175095424
0.19892,0.003831535850597522
0.19956,0.004252772609726654
0.19948,0.005438740292875846
0.19957,-0.0003814419036068551
0.20062,0.0035627705521407925
0.20068,0.0007979036586681362
0.20074,0.0007234817645872146
0.20139,-0.00047830727599923906
0.20216,0.003497727872445417
0.20237,-0.00032626346082769466
0.20268,-0.0017206468744468937
0.20308,-0.0011666854803231617
0.20314,0.0037611844256812883
0.20318,0.0035040188265703623
0.20323,-0.0017269646939276784
0.20368,0.0038155820573606896
0.20454,0.0036563985798617692
0.20471,0.0038644504387817125
0.20515,-0.0047212212369938875
0.20549,0.0036843647728110936
0.20699,0.004373939541963047
0.20736,0.0004026841072881802
0.20754,0.004027780067620966
0.20831,-0.003889785088975232
0.20847,-0.0037423882801576967
0.20856,-0.00014398613740530954
0.20857,0.0004267253430969689
0.20864,0.0033148883706845106
0.20937,-0.001550567903216579
0.21003,0.0037457108797866014
0.21023,0.0037025051331511624
0.21071,0.0006471805245553957
0.21083,0.0030275015124167273
