SGX,SGY,SGZ,vx,vy,vz
-15.625,-70.3125,62.5,-495.168212890625,347.44110107421875,-45.3179931640625
-7.8125,-70.3125,62.5,-361.625,305.81842041015625,-91.19013214111328
0.0,-70.3125,54.6875,-361.625,305.81842041015625,-91.19013214111328
0.0,-70.3125,62.5,-361.625,305.81842041015625,-91.19013214111328
7.8125,-70.3125,54.6875,-361.625,305.81842041015625,-91.19013214111328
7.8125,-70.3125,62.5,-361.625,305.81842041015625,-91.19013214111328
15.625,-70.3125,54.6875,-115.47673797607422,211.8070831298828,-177.40921020507812
15.625,-70.3125,62.5,-115.47673797607422,211.8070831298828,-177.40921020507812
23.4375,-70.3125,54.6875,15.345394134521484,84.51806640625,-257.8909606933594
23.4375,-70.3125,62.5,15.345394134521484,84.51806640625,-257.8909606933594
23.4375,-62.5,62.5,15.345394134521484,84.51806640625,-257.8909606933594
-78.125,-62.5,62.5,172.57379150390625,123.8123779296875,-455.81219482421875
-70.3125,-62.5,62.5,80.93927764892578,159.1851348876953,-328.9476318359375
-78.125,-54.6875,62.5,172.57379150390625,123.8123779296875,-455.81219482421875
23.4375,-54.6875,62.5,15.345394134521484,84.51806640625,-257.8909606933594
-85.9375,-54.6875,62.5,129.947265625,143.94834899902344,-513.72021484375
-85.9375,-46.875,62.5,61.595829010009766,-57.73202133178711,-461.5215148925781
23.4375,-46.875,62.5,-154.4468994140625,136.4654998779297,-412.92681884765625
-93.75,-46.875,62.5,61.595829010009766,-57.73202133178711,-461.5215148925781
-93.75,-39.0625,62.5,-33.59636688232422,-157.5210418701172,-380.576416015625
23.4375,-39.0625,62.5,-328.6773681640625,101.03701782226562,-530.7538452148438
-93.75,-31.25,62.5,-33.59636688232422,-157.5210418701172,-380.576416015625
23.4375,-31.25,62.5,-328.6773681640625,101.03701782226562,-530.7538452148438
-101.5625,-31.25,62.5,-33.59636688232422,-157.5210418701172,-380.576416015625
-101.5625,-23.4375,62.5,-33.59636688232422,-157.5210418701172,-380.576416015625
23.4375,-23.4375,62.5,-328.6773681640625,101.03701782226562,-530.7538452148438
-101.5625,-15.625,62.5,-100.04417419433594,-91.7919692993164,-293.0351867675781
23.4375,-15.625,62.5,-429.94268798828125,-75.64678955078125,-596.7882080078125
-101.5625,-7.8125,62.5,-124.33087158203125,17.764896392822266,-227.7266845703125
23.4375,-7.8125,62.5,-424.0259094238281,-319.86175537109375,-602.0090942382812
-101.5625,0.0,62.5,-124.33087158203125,17.764896392822266,-227.7266845703125
31.25,-7.8125,54.6875,-424.0259094238281,-319.86175537109375,-602.0090942382812
31.25,-7.8125,62.5,-424.0259094238281,-319.86175537109375,-602.0090942382812
31.25,0.0,62.5,-424.0259094238281,-319.86175537109375,-602.0090942382812
-101.5625,7.8125,62.5,-124.33087158203125,17.764896392822266,-227.7266845703125
-93.75,7.8125,62.5,-124.33087158203125,17.764896392822266,-227.7266845703125
31.25,7.8125,62.5,-424.0259094238281,-319.86175537109375,-602.0090942382812
-93.75,15.625,62.5,-143.03817749023438,32.393646240234375,-200.03411865234375
-85.9375,15.625,62.5,-143.03817749023438,32.393646240234375,-200.03411865234375
-7.8125,15.625,62.5,-470.7740173339844,-455.6425476074219,-453.56036376953125
0.0,15.625,62.5,-470.7740173339844,-455.6425476074219,-453.56036376953125
7.8125,15.625,62.5,-470.7740173339844,-455.6425476074219,-453.56036376953125
15.625,15.625,62.5,-387.9951171875,-497.99261474609375,-505.6999206542969
23.4375,15.625,62.5,-322.3570251464844,-427.3484191894531,-536.7489013671875
31.25,15.625,62.5,-322.3570251464844,-427.3484191894531,-536.7489013671875
39.0625,7.8125,62.5,-424.0259094238281,-319.86175537109375,-602.0090942382812
39.0625,15.625,62.5,-322.3570251464844,-427.3484191894531,-536.7489013671875
46.875,7.8125,54.6875,-499.31964111328125,-223.28555297851562,-546.7369995117188
46.875,15.625,54.6875,-304.3879699707031,-230.0865936279297,-520.7088623046875
46.875,7.8125,62.5,-499.31964111328125,-223.28555297851562,-546.7369995117188
54.6875,7.8125,54.6875,-439.73284912109375,-70.79794311523438,-412.5213623046875
54.6875,15.625,54.6875,-228.880126953125,24.407209396362305,-443.5865173339844
54.6875,7.8125,62.5,-439.73284912109375,-70.79794311523438,-412.5213623046875
54.6875,15.625,62.5,-228.880126953125,24.407209396362305,-443.5865173339844
-85.9375,23.4375,62.5,-195.275634765625,-23.27989959716797,-190.8721160888672
-78.125,23.4375,62.5,25.42884063720703,-92.93202209472656,-217.86038208007812
-70.3125,23.4375,62.5,145.9138946533203,-156.161376953125,-256.04217529296875
-62.5,23.4375,62.5,145.9138946533203,-156.161376953125,-256.04217529296875
-54.6875,23.4375,62.5,145.9138946533203,-156.161376953125,-256.04217529296875
-46.875,23.4375,62.5,25.9373722076416,-208.28628540039062,-278.5106201171875
-39.0625,23.4375,62.5,-268.4410705566406,-252.2584686279297,-284.5697326660156
-31.25,23.4375,62.5,-268.4410705566406,-252.2584686279297,-284.5697326660156
-23.4375,23.4375,62.5,-268.4410705566406,-252.2584686279297,-284.5697326660156
-15.625,23.4375,62.5,-512.3675537109375,-299.7735595703125,-293.6711120605469
-7.8125,23.4375,62.5,-534.6134033203125,-346.3459167480469,-320.5433349609375
0.0,23.4375,62.5,-534.6134033203125,-346.3459167480469,-320.5433349609375
7.8125,23.4375,62.5,-534.6134033203125,-346.3459167480469,-320.5433349609375
23.4375,23.4375,62.5,-162.8701629638672,-238.55169677734375,-419.82586669921875
31.25,23.4375,62.5,-162.8701629638672,-238.55169677734375,-419.82586669921875
39.0625,23.4375,62.5,-162.8701629638672,-238.55169677734375,-419.82586669921875
46.875,23.4375,54.6875,-44.67445755004883,-15.907784461975098,-464.04559326171875
46.875,23.4375,62.5,-44.67445755004883,-15.907784461975098,-464.04559326171875
54.6875,23.4375,54.6875,10.626311302185059,233.22459411621094,-468.8609619140625
54.6875,23.4375,62.5,10.626311302185059,233.22459411621094,-468.8609619140625
-70.3125,31.25,62.5,145.9138946533203,-156.161376953125,-256.04217529296875
-62.5,31.25,62.5,145.9138946533203,-156.161376953125,-256.04217529296875
-54.6875,31.25,62.5,145.9138946533203,-156.161376953125,-256.04217529296875
-46.875,31.25,62.5,25.9373722076416,-208.28628540039062,-278.5106201171875
-39.0625,31.25,62.5,-268.4410705566406,-252.2584686279297,-284.5697326660156
-39.0625,-78.125,62.5,-398.92962646484375,289.5707092285156,88.76958465576172
-31.25,-78.125,62.5,-398.92962646484375,289.5707092285156,88.76958465576172
-39.0625,-78.125,70.3125,-398.92962646484375,289.5707092285156,88.76958465576172
-31.25,-78.125,70.3125,-398.92962646484375,289.5707092285156,88.76958465576172
-39.0625,-70.3125,70.3125,-396.10955810546875,321.673583984375,-74.13536834716797
-23.4375,-78.125,62.5,-398.92962646484375,289.5707092285156,88.76958465576172
-23.4375,-78.125,70.3125,-398.92962646484375,289.5707092285156,88.76958465576172
-15.625,-78.125,62.5,-445.1728515625,221.78607177734375,151.744140625
-15.625,-78.125,70.3125,-445.1728515625,221.78607177734375,151.744140625
-7.8125,-78.125,62.5,-280.58526611328125,137.9160614013672,106.26190948486328
-7.8125,-78.125,70.3125,-280.58526611328125,137.9160614013672,106.26190948486328
0.0,-78.125,62.5,-280.58526611328125,137.9160614013672,106.26190948486328
0.0,-78.125,70.3125,-280.58526611328125,137.9160614013672,106.26190948486328
0.0,-70.3125,70.3125,-361.625,305.81842041015625,-91.19013214111328
-62.5,-70.3125,70.3125,80.93927764892578,159.1851348876953,-328.9476318359375
-54.6875,-70.3125,70.3125,80.93927764892578,159.1851348876953,-328.9476318359375
-62.5,-62.5,70.3125,80.93927764892578,159.1851348876953,-328.9476318359375
-46.875,-70.3125,70.3125,-146.10092163085938,242.23109436035156,-181.17457580566406
7.8125,-70.3125,70.3125,-361.625,305.81842041015625,-91.19013214111328
15.625,-70.3125,70.3125,-115.47673797607422,211.8070831298828,-177.40921020507812
23.4375,-70.3125,70.3125,15.345394134521484,84.51806640625,-257.8909606933594
31.25,-70.3125,62.5,15.345394134521484,84.51806640625,-257.8909606933594
31.25,-62.5,62.5,15.345394134521484,84.51806640625,-257.8909606933594
31.25,-70.3125,70.3125,15.345394134521484,84.51806640625,-257.8909606933594
31.25,-62.5,70.3125,15.345394134521484,84.51806640625,-257.8909606933594
-78.125,-62.5,70.3125,172.57379150390625,123.8123779296875,-455.81219482421875
-70.3125,-62.5,70.3125,80.93927764892578,159.1851348876953,-328.9476318359375
-78.125,-54.6875,70.3125,172.57379150390625,123.8123779296875,-455.81219482421875
31.25,-54.6875,62.5,15.345394134521484,84.51806640625,-257.8909606933594
31.25,-54.6875,70.3125,15.345394134521484,84.51806640625,-257.8909606933594
-85.9375,-54.6875,70.3125,129.947265625,143.94834899902344,-513.72021484375
-85.9375,-46.875,70.3125,61.595829010009766,-57.73202133178711,-461.5215148925781
31.25,-46.875,62.5,-154.4468994140625,136.4654998779297,-412.92681884765625
31.25,-46.875,70.3125,-154.4468994140625,136.4654998779297,-412.92681884765625
-93.75,-46.875,70.3125,61.595829010009766,-57.73202133178711,-461.5215148925781
-93.75,-39.0625,70.3125,-33.59636688232422,-157.5210418701172,-380.576416015625
23.4375,-39.0625,70.3125,-328.6773681640625,101.03701782226562,-530.7538452148438
31.25,-39.0625,62.5,-328.6773681640625,101.03701782226562,-530.7538452148438
31.25,-39.0625,70.3125,-328.6773681640625,101.03701782226562,-530.7538452148438
-93.75,-31.25,70.3125,-33.59636688232422,-157.5210418701172,-380.576416015625
23.4375,-31.25,70.3125,-328.6773681640625,101.03701782226562,-530.7538452148438
-101.5625,-31.25,70.3125,-33.59636688232422,-157.5210418701172,-380.576416015625
-101.5625,-23.4375,70.3125,-33.59636688232422,-157.5210418701172,-380.576416015625
23.4375,-23.4375,70.3125,-328.6773681640625,101.03701782226562,-530.7538452148438
-101.5625,-15.625,70.3125,-100.04417419433594,-91.7919692993164,-293.0351867675781
31.25,-23.4375,62.5,-328.6773681640625,101.03701782226562,-530.7538452148438
31.25,-15.625,62.5,-429.94268798828125,-75.64678955078125,-596.7882080078125
31.25,-23.4375,70.3125,-328.6773681640625,101.03701782226562,-530.7538452148438
31.25,-15.625,70.3125,-429.94268798828125,-75.64678955078125,-596.7882080078125
-101.5625,-7.8125,70.3125,-124.33087158203125,17.764896392822266,-227.7266845703125
31.25,-7.8125,70.3125,-424.0259094238281,-319.86175537109375,-602.0090942382812
-101.5625,0.0,70.3125,-124.33087158203125,17.764896392822266,-227.7266845703125
31.25,0.0,70.3125,-424.0259094238281,-319.86175537109375,-602.0090942382812
-101.5625,7.8125,70.3125,-124.33087158203125,17.764896392822266,-227.7266845703125
7.8125,7.8125,70.3125,-399.2266540527344,-309.0661926269531,-537.5845947265625
15.625,7.8125,70.3125,-384.82012939453125,-342.3073425292969,-587.149169921875
23.4375,7.8125,70.3125,-424.0259094238281,-319.86175537109375,-602.0090942382812
31.25,7.8125,70.3125,-424.0259094238281,-319.86175537109375,-602.0090942382812
-101.5625,15.625,62.5,-143.03817749023438,32.393646240234375,-200.03411865234375
-101.5625,15.625,70.3125,-143.03817749023438,32.393646240234375,-200.03411865234375
-93.75,15.625,70.3125,-143.03817749023438,32.393646240234375,-200.03411865234375
-85.9375,15.625,70.3125,-143.03817749023438,32.393646240234375,-200.03411865234375
-23.4375,15.625,70.3125,-186.0848846435547,-244.40939331054688,-359.252685546875
-15.625,15.625,70.3125,-424.0307312011719,-355.95941162109375,-401.8933410644531
-7.8125,15.625,70.3125,-470.7740173339844,-455.6425476074219,-453.56036376953125
0.0,15.625,70.3125,-470.7740173339844,-455.6425476074219,-453.56036376953125
7.8125,15.625,70.3125,-470.7740173339844,-455.6425476074219,-453.56036376953125
15.625,15.625,70.3125,-387.9951171875,-497.99261474609375,-505.6999206542969
23.4375,15.625,70.3125,-322.3570251464844,-427.3484191894531,-536.7489013671875
31.25,15.625,70.3125,-322.3570251464844,-427.3484191894531,-536.7489013671875
39.0625,7.8125,70.3125,-424.0259094238281,-319.86175537109375,-602.0090942382812
46.875,7.8125,70.3125,-499.31964111328125,-223.28555297851562,-546.7369995117188
39.0625,15.625,70.3125,-322.3570251464844,-427.3484191894531,-536.7489013671875
46.875,15.625,70.3125,-304.3879699707031,-230.0865936279297,-520.7088623046875
54.6875,7.8125,70.3125,-439.73284912109375,-70.79794311523438,-412.5213623046875
54.6875,15.625,70.3125,-228.880126953125,24.407209396362305,-443.5865173339844
-85.9375,23.4375,70.3125,-195.275634765625,-23.27989959716797,-190.8721160888672
-78.125,23.4375,70.3125,25.42884063720703,-92.93202209472656,-217.86038208007812
-70.3125,23.4375,70.3125,145.9138946533203,-156.161376953125,-256.04217529296875
-62.5,23.4375,70.3125,145.9138946533203,-156.161376953125,-256.04217529296875
-54.6875,23.4375,70.3125,145.9138946533203,-156.161376953125,-256.04217529296875
-46.875,23.4375,70.3125,25.9373722076416,-208.28628540039062,-278.5106201171875
-39.0625,23.4375,70.3125,-268.4410705566406,-252.2584686279297,-284.5697326660156
-31.25,23.4375,70.3125,-268.4410705566406,-252.2584686279297,-284.5697326660156
-23.4375,23.4375,70.3125,-268.4410705566406,-252.2584686279297,-284.5697326660156
-15.625,23.4375,70.3125,-512.3675537109375,-299.7735595703125,-293.6711120605469
-7.8125,23.4375,70.3125,-534.6134033203125,-346.3459167480469,-320.5433349609375
39.0625,23.4375,70.3125,-162.8701629638672,-238.55169677734375,-419.82586669921875
46.875,23.4375,70.3125,-44.67445755004883,-15.907784461975098,-464.04559326171875
54.6875,23.4375,70.3125,10.626311302185059,233.22459411621094,-468.8609619140625
-54.6875,-78.125,70.3125,38.558650970458984,306.3670959472656,-294.9314270019531
-46.875,-78.125,70.3125,-188.84329223632812,315.6841735839844,-80.73477172851562
-54.6875,-78.125,78.125,199.38516235351562,273.60577392578125,-474.2631530761719
-46.875,-78.125,78.125,18.772262573242188,254.54664611816406,-321.556640625
-54.6875,-70.3125,78.125,190.51303100585938,116.60798645019531,-511.87237548828125
-39.0625,-78.125,78.125,-237.365478515625,198.44241333007812,-128.66629028320312
-31.25,-78.125,78.125,-237.365478515625,198.44241333007812,-128.66629028320312
-23.4375,-78.125,78.125,-237.365478515625,198.44241333007812,-128.66629028320312
-15.625,-78.125,78.125,-395.85150146484375,114.70716857910156,8.886625289916992
-7.8125,-78.125,78.125,-350.86004638671875,34.61566162109375,24.356111526489258
0.0,-78.125,78.125,-350.86004638671875,34.61566162109375,24.356111526489258
7.8125,-78.125,70.3125,-280.58526611328125,137.9160614013672,106.26190948486328
7.8125,-78.125,78.125,-350.86004638671875,34.61566162109375,24.356111526489258
15.625,-78.125,70.3125,-29.43026351928711,73.85176086425781,-4.85353946685791
15.625,-78.125,78.125,-172.1352081298828,-7.88222074508667,-82.18323516845703
23.4375,-78.125,70.3125,98.47024536132812,40.82377243041992,-127.12232971191406
23.4375,-78.125,78.125,-42.994659423828125,-4.174854755401611,-244.73329162597656
23.4375,-70.3125,78.125,-69.8272705078125,-70.32356262207031,-310.111083984375
-62.5,-70.3125,78.125,190.51303100585938,116.60798645019531,-511.87237548828125
-62.5,-62.5,78.125,190.51303100585938,116.60798645019531,-511.87237548828125
31.25,-70.3125,78.125,-69.8272705078125,-70.32356262207031,-310.111083984375
31.25,-62.5,78.125,-69.8272705078125,-70.32356262207031,-310.111083984375
-78.125,-62.5,78.125,204.75083923339844,138.02903747558594,-531.1995239257812
-70.3125,-62.5,78.125,190.51303100585938,116.60798645019531,-511.87237548828125
-78.125,-54.6875,78.125,204.75083923339844,138.02903747558594,-531.1995239257812
-70.3125,-54.6875,78.125,190.51303100585938,116.60798645019531,-511.87237548828125
31.25,-54.6875,78.125,-69.8272705078125,-70.32356262207031,-310.111083984375
-85.9375,-54.6875,78.125,86.02217864990234,170.9434814453125,-468.505615234375
-85.9375,-46.875,78.125,21.475187301635742,21.467243194580078,-414.653564453125
-78.125,-46.875,78.125,155.63729858398438,-58.62512969970703,-485.109130859375
31.25,-46.875,78.125,-174.52163696289062,-40.3535270690918,-474.0163269042969
-93.75,-46.875,78.125,21.475187301635742,21.467243194580078,-414.653564453125
-93.75,-39.0625,78.125,-74.50245666503906,-55.61087417602539,-315.6752624511719
31.25,-39.0625,78.125,-293.86297607421875,-26.655166625976562,-648.2841186523438
-93.75,-31.25,78.125,-74.50245666503906,-55.61087417602539,-315.6752624511719
31.25,-31.25,70.3125,-328.6773681640625,101.03701782226562,-530.7538452148438
31.25,-31.25,78.125,-293.86297607421875,-26.655166625976562,-648.2841186523438
-101.5625,-31.25,78.125,-74.50245666503906,-55.61087417602539,-315.6752624511719
-101.5625,-23.4375,78.125,-74.50245666503906,-55.61087417602539,-315.6752624511719
31.25,-23.4375,78.125,-293.86297607421875,-26.655166625976562,-648.2841186523438
-101.5625,-15.625,78.125,-143.576171875,-6.717983722686768,-217.97613525390625
31.25,-15.625,78.125,-362.8583068847656,-111.07929992675781,-743.24658203125
-101.5625,-7.8125,78.125,-169.52542114257812,62.638206481933594,-156.55517578125
31.25,-7.8125,78.125,-356.6249694824219,-248.13177490234375,-707.8499755859375
-101.5625,0.0,78.125,-169.52542114257812,62.638206481933594,-156.55517578125
15.625,0.0,78.125,-384.56890869140625,-262.325927734375,-776.5111694335938
23.4375,0.0,78.125,-356.6249694824219,-248.13177490234375,-707.8499755859375
31.25,0.0,78.125,-356.6249694824219,-248.13177490234375,-707.8499755859375
39.0625,-7.8125,70.3125,-424.0259094238281,-319.86175537109375,-602.0090942382812
39.0625,0.0,70.3125,-424.0259094238281,-319.86175537109375,-602.0090942382812
39.0625,-7.8125,78.125,-356.6249694824219,-248.13177490234375,-707.8499755859375
46.875,-7.8125,70.3125,-499.31964111328125,-223.28555297851562,-546.7369995117188
46.875,0.0,70.3125,-499.31964111328125,-223.28555297851562,-546.7369995117188
46.875,-7.8125,78.125,-347.07501220703125,-180.03091430664062,-559.6046142578125
46.875,0.0,78.125,-347.07501220703125,-180.03091430664062,-559.6046142578125
-101.5625,7.8125,78.125,-169.52542114257812,62.638206481933594,-156.55517578125
-7.8125,7.8125,78.125,-430.7003173828125,-232.37416076660156,-788.7311401367188
0.0,7.8125,78.125,-430.7003173828125,-232.37416076660156,-788.7311401367188
7.8125,7.8125,78.125,-430.7003173828125,-232.37416076660156,-788.7311401367188
15.625,7.8125,78.125,-384.56890869140625,-262.325927734375,-776.5111694335938
23.4375,7.8125,78.125,-356.6249694824219,-248.13177490234375,-707.8499755859375
31.25,7.8125,78.125,-356.6249694824219,-248.13177490234375,-707.8499755859375
39.0625,7.8125,78.125,-356.6249694824219,-248.13177490234375,-707.8499755859375
46.875,7.8125,78.125,-347.07501220703125,-180.03091430664062,-559.6046142578125
-101.5625,15.625,78.125,-184.8772430419922,51.21745681762695,-126.697509765625
-93.75,15.625,78.125,-184.8772430419922,51.21745681762695,-126.697509765625
-85.9375,15.625,78.125,-184.8772430419922,51.21745681762695,-126.697509765625
-39.0625,15.625,78.125,-236.72125244140625,-133.44482421875,-606.5155029296875
-31.25,15.625,78.125,-236.72125244140625,-133.44482421875,-606.5155029296875
-23.4375,15.625,78.125,-236.72125244140625,-133.44482421875,-606.5155029296875
-15.625,15.625,78.125,-451.7485046386719,-208.8001708984375,-639.0618896484375
-7.8125,15.625,78.125,-489.8686218261719,-282.3436584472656,-633.789794921875
0.0,15.625,78.125,-489.8686218261719,-282.3436584472656,-633.789794921875
7.8125,15.625,78.125,-489.8686218261719,-282.3436584472656,-633.789794921875
-85.9375,23.4375,78.125,-223.61500549316406,12.61506462097168,-89.17973327636719
-78.125,23.4375,78.125,-50.81538009643555,-38.61817169189453,-162.31216430664062
-70.3125,23.4375,78.125,61.848297119140625,-82.4979476928711,-283.49041748046875
-62.5,23.4375,78.125,61.848297119140625,-82.4979476928711,-283.49041748046875
-54.6875,23.4375,78.125,61.848297119140625,-82.4979476928711,-283.49041748046875
-46.875,23.4375,78.125,-24.577709197998047,-107.66309356689453,-394.92840576171875
-39.0625,23.4375,78.125,-278.0798034667969,-116.14897155761719,-448.2203063964844
-31.25,23.4375,78.125,-278.0798034667969,-116.14897155761719,-448.2203063964844
-23.4375,23.4375,78.125,-278.0798034667969,-116.14897155761719,-448.2203063964844
-54.6875,-78.125,85.9375,237.3247833251953,241.3303985595703,-435.0836181640625
-46.875,-78.125,85.9375,152.336181640625,229.966552734375,-414.919677734375
-54.6875,-70.3125,85.9375,210.4688720703125,113.29366302490234,-435.01544189453125
-39.0625,-78.125,85.9375,-79.8788070678711,185.20556640625,-316.954345703125
-31.25,-78.125,85.9375,-79.8788070678711,185.20556640625,-316.954345703125
-23.4375,-78.125,85.9375,-79.8788070678711,185.20556640625,-316.954345703125
-15.625,-78.125,85.9375,-306.4818420410156,117.55601501464844,-209.7807159423828
-7.8125,-78.125,85.9375,-383.9336853027344,54.035099029541016,-172.74705505371094
0.0,-78.125,85.9375,-383.9336853027344,54.035099029541016,-172.74705505371094
7.8125,-78.125,85.9375,-383.9336853027344,54.035099029541016,-172.74705505371094
15.625,-78.125,85.9375,-306.5924072265625,25.771404266357422,-238.9085693359375
23.4375,-78.125,85.9375,-193.25241088867188,44.329227447509766,-366.20758056640625
31.25,-78.125,78.125,-42.994659423828125,-4.174854755401611,-244.73329162597656
31.25,-78.125,85.9375,-193.25241088867188,44.329227447509766,-366.20758056640625
31.25,-70.3125,85.9375,-178.5442657470703,-134.80172729492188,-317.32415771484375
-62.5,-70.3125,85.9375,210.4688720703125,113.29366302490234,-435.01544189453125
-62.5,-62.5,85.9375,210.4688720703125,113.29366302490234,-435.01544189453125
31.25,-62.5,85.9375,-178.5442657470703,-134.80172729492188,-317.32415771484375
-70.3125,-62.5,85.9375,210.4688720703125,113.29366302490234,-435.01544189453125
-70.3125,-54.6875,85.9375,210.4688720703125,113.29366302490234,-435.01544189453125
31.25,-54.6875,85.9375,-178.5442657470703,-134.80172729492188,-317.32415771484375
-78.125,-54.6875,85.9375,138.56671142578125,159.81173706054688,-371.1005859375
-78.125,-46.875,85.9375,75.89840698242188,21.703271865844727,-313.4395751953125
31.25,-46.875,85.9375,-208.20118713378906,-184.8636474609375,-361.2376403808594
-93.75,-46.875,85.9375,-62.51057815551758,96.63385009765625,-227.62620544433594
-85.9375,-46.875,85.9375,-62.51057815551758,96.63385009765625,-227.62620544433594
-93.75,-39.0625,85.9375,-137.3342742919922,39.8195915222168,-153.18336486816406
31.25,-39.0625,85.9375,-249.63259887695312,-159.17721557617188,-463.305908203125
-93.75,-31.25,85.9375,-137.3342742919922,39.8195915222168,-153.18336486816406
31.25,-31.25,85.9375,-249.63259887695312,-159.17721557617188,-463.305908203125
-101.5625,-31.25,85.9375,-137.3342742919922,39.8195915222168,-153.18336486816406
-101.5625,-23.4375,85.9375,-137.3342742919922,39.8195915222168,-153.18336486816406
31.25,-23.4375,85.9375,-249.63259887695312,-159.17721557617188,-463.305908203125
-101.5625,-15.625,85.9375,-199.63658142089844,63.20069885253906,-84.85647583007812
39.0625,-23.4375,78.125,-293.86297607421875,-26.655166625976562,-648.2841186523438
39.0625,-15.625,78.125,-362.8583068847656,-111.07929992675781,-743.24658203125
39.0625,-23.4375,85.9375,-249.63259887695312,-159.17721557617188,-463.305908203125
39.0625,-15.625,85.9375,-264.781982421875,-138.83465576171875,-530.3360595703125
-109.375,-15.625,78.125,-247.58851623535156,35.39646530151367,-176.8929443359375
-109.375,-7.8125,78.125,-263.8121032714844,70.95296478271484,-118.76020812988281
-109.375,-15.625,85.9375,-266.693115234375,101.03962707519531,-65.47306060791016
-109.375,-7.8125,85.9375,-280.8371276855469,108.99044799804688,-19.499345779418945
39.0625,-7.8125,85.9375,-244.5677490234375,-141.16317749023438,-487.3721923828125
-109.375,0.0,78.125,-263.8121032714844,70.95296478271484,-118.76020812988281
-109.375,0.0,85.9375,-280.8371276855469,108.99044799804688,-19.499345779418945
7.8125,0.0,85.9375,-419.0306701660156,-152.65577697753906,-600.6572875976562
15.625,0.0,85.9375,-333.8569641113281,-160.31028747558594,-562.6187133789062
23.4375,0.0,85.9375,-244.5677490234375,-141.16317749023438,-487.3721923828125
31.25,0.0,85.9375,-244.5677490234375,-141.16317749023438,-487.3721923828125
39.0625,0.0,85.9375,-244.5677490234375,-141.16317749023438,-487.3721923828125
46.875,-7.8125,85.9375,-174.03173828125,-95.28828430175781,-365.7275390625
46.875,0.0,85.9375,-174.03173828125,-95.28828430175781,-365.7275390625
54.6875,-7.8125,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
62.5,-7.8125,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
54.6875,0.0,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
62.5,0.0,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
54.6875,-7.8125,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
62.5,-7.8125,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
54.6875,0.0,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
70.3125,-7.8125,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
70.3125,0.0,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
70.3125,-7.8125,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
70.3125,0.0,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
-109.375,7.8125,78.125,-263.8121032714844,70.95296478271484,-118.76020812988281
-109.375,7.8125,85.9375,-280.8371276855469,108.99044799804688,-19.499345779418945
-101.5625,7.8125,85.9375,-230.40911865234375,97.71333312988281,-45.17934036254883
-15.625,7.8125,85.9375,-401.2461242675781,-121.00239562988281,-607.0567016601562
-7.8125,7.8125,85.9375,-419.0306701660156,-152.65577697753906,-600.6572875976562
0.0,7.8125,85.9375,-419.0306701660156,-152.65577697753906,-600.6572875976562
7.8125,7.8125,85.9375,-419.0306701660156,-152.65577697753906,-600.6572875976562
15.625,7.8125,85.9375,-333.8569641113281,-160.31028747558594,-562.6187133789062
31.25,7.8125,85.9375,-244.5677490234375,-141.16317749023438,-487.3721923828125
39.0625,7.8125,85.9375,-244.5677490234375,-141.16317749023438,-487.3721923828125
46.875,7.8125,85.9375,-174.03173828125,-95.28828430175781,-365.7275390625
54.6875,7.8125,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
62.5,7.8125,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
54.6875,7.8125,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
62.5,7.8125,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
70.3125,7.8125,78.125,-240.11045837402344,-71.68089294433594,-353.97711181640625
70.3125,7.8125,85.9375,-60.64492416381836,-29.214454650878906,-224.93519592285156
-101.5625,15.625,85.9375,-244.9795379638672,83.62100982666016,-14.933518409729004
-93.75,15.625,85.9375,-244.9795379638672,83.62100982666016,-14.933518409729004
-85.9375,15.625,85.9375,-244.9795379638672,83.62100982666016,-14.933518409729004
-78.125,15.625,85.9375,-142.5301055908203,65.90931701660156,-103.32071685791016
-70.3125,15.625,85.9375,-67.07156372070312,42.1459846496582,-253.2335968017578
-62.5,15.625,85.9375,-67.07156372070312,42.1459846496582,-253.2335968017578
-54.6875,15.625,85.9375,-67.07156372070312,42.1459846496582,-253.2335968017578
-46.875,15.625,85.9375,-124.25289154052734,15.655573844909668,-409.3804626464844
-39.0625,15.625,85.9375,-297.8965148925781,-13.751745223999023,-506.38482666015625
-31.25,15.625,85.9375,-297.8965148925781,-13.751745223999023,-506.38482666015625
-23.4375,15.625,85.9375,-297.8965148925781,-13.751745223999023,-506.38482666015625
-15.625,15.625,85.9375,-445.4159240722656,-49.497623443603516,-521.7657470703125
-7.8125,15.625,85.9375,-449.5881652832031,-88.42011260986328,-481.0799560546875
