SGX,SGY,SGZ,vx,vy,vz
-31.25,-39.0625,-31.25,25.35774040222168,235.8773956298828,-331.8558349609375
-23.4375,-39.0625,-31.25,25.35774040222168,235.8773956298828,-331.8558349609375
-31.25,-31.25,-31.25,25.35774040222168,235.8773956298828,-331.8558349609375
7.8125,-39.0625,-39.0625,28.864639282226562,315.5635681152344,-501.24737548828125
7.8125,-39.0625,-31.25,28.864639282226562,315.5635681152344,-501.24737548828125
7.8125,-31.25,-31.25,28.864639282226562,315.5635681152344,-501.24737548828125
-46.875,-31.25,-39.0625,-176.84974670410156,168.69512939453125,-362.96038818359375
-39.0625,-31.25,-39.0625,25.35774040222168,235.8773956298828,-331.8558349609375
-46.875,-23.4375,-39.0625,-176.84974670410156,168.69512939453125,-362.96038818359375
-39.0625,-23.4375,-39.0625,25.35774040222168,235.8773956298828,-331.8558349609375
-46.875,-31.25,-31.25,-176.84974670410156,168.69512939453125,-362.96038818359375
-39.0625,-31.25,-31.25,25.35774040222168,235.8773956298828,-331.8558349609375
-46.875,-23.4375,-31.25,-176.84974670410156,168.69512939453125,-362.96038818359375
7.8125,-23.4375,-31.25,28.864639282226562,315.5635681152344,-501.24737548828125
-46.875,-15.625,-39.0625,-58.49351501464844,170.58346557617188,-277.1258239746094
-46.875,-15.625,-31.25,-58.49351501464844,170.58346557617188,-277.1258239746094
7.8125,-15.625,-31.25,49.993404388427734,470.6106262207031,-496.6966552734375
-46.875,-7.8125,-39.0625,74.73214721679688,108.64763641357422,-243.99993896484375
-46.875,-7.8125,-31.25,74.73214721679688,108.64763641357422,-243.99993896484375
15.625,-15.625,-31.25,25.927995681762695,443.4751892089844,-618.56689453125
15.625,-7.8125,-31.25,-63.52379608154297,146.16085815429688,-564.1588745117188
-46.875,0.0,-39.0625,74.73214721679688,108.64763641357422,-243.99993896484375
-46.875,0.0,-31.25,74.73214721679688,108.64763641357422,-243.99993896484375
15.625,0.0,-31.25,-63.52379608154297,146.16085815429688,-564.1588745117188
-46.875,7.8125,-39.0625,74.73214721679688,108.64763641357422,-243.99993896484375
-46.875,7.8125,-31.25,74.73214721679688,108.64763641357422,-243.99993896484375
15.625,7.8125,-31.25,-63.52379608154297,146.16085815429688,-564.1588745117188
-46.875,15.625,-39.0625,119.8248062133789,100.29603576660156,-299.0542297363281
-46.875,15.625,-31.25,119.8248062133789,100.29603576660156,-299.0542297363281
-39.0625,15.625,-31.25,281.6821594238281,83.49382781982422,-263.5740051269531
-31.25,15.625,-31.25,281.6821594238281,83.49382781982422,-263.5740051269531
23.4375,7.8125,-39.0625,-13.405989646911621,29.911420822143555,-630.828369140625
23.4375,15.625,-39.0625,-102.894775390625,-200.65533447265625,-592.80029296875
23.4375,7.8125,-31.25,-13.405989646911621,29.911420822143555,-630.828369140625
23.4375,15.625,-31.25,-102.894775390625,-200.65533447265625,-592.80029296875
-31.25,23.4375,-39.0625,232.4603729248047,116.43289947509766,-326.323486328125
-31.25,23.4375,-31.25,232.4603729248047,116.43289947509766,-326.323486328125
-23.4375,23.4375,-31.25,232.4603729248047,116.43289947509766,-326.323486328125
-15.625,23.4375,-31.25,143.34671020507812,74.29957580566406,-311.50531005859375
-7.8125,23.4375,-31.25,-108.39964294433594,58.0817985534668,-364.34808349609375
0.0,23.4375,-31.25,-108.39964294433594,58.0817985534668,-364.34808349609375
7.8125,23.4375,-31.25,-108.39964294433594,58.0817985534668,-364.34808349609375
15.625,23.4375,-31.25,-256.7060852050781,38.62467575073242,-472.1600036621094
23.4375,23.4375,-39.0625,-145.26609802246094,16.401611328125,-570.672119140625
23.4375,23.4375,-31.25,-145.26609802246094,16.401611328125,-570.672119140625
-15.625,-54.6875,-31.25,156.69384765625,-136.51954650878906,-341.906494140625
-7.8125,-54.6875,-31.25,35.915218353271484,-196.73944091796875,-337.6295471191406
-15.625,-54.6875,-23.4375,156.69384765625,-136.51954650878906,-341.906494140625
-7.8125,-54.6875,-23.4375,35.915218353271484,-196.73944091796875,-337.6295471191406
-15.625,-46.875,-23.4375,81.06668853759766,-32.068756103515625,-374.24847412109375
0.0,-54.6875,-31.25,35.915218353271484,-196.73944091796875,-337.6295471191406
0.0,-54.6875,-23.4375,35.915218353271484,-196.73944091796875,-337.6295471191406
0.0,-46.875,-23.4375,13.114748001098633,-64.85140991210938,-420.8232421875
-39.0625,-46.875,-31.25,30.55817413330078,30.77019500732422,-371.09130859375
-31.25,-46.875,-31.25,30.55817413330078,30.77019500732422,-371.09130859375
-39.0625,-39.0625,-31.25,25.35774040222168,235.8773956298828,-331.8558349609375
-39.0625,-46.875,-23.4375,30.55817413330078,30.77019500732422,-371.09130859375
-31.25,-46.875,-23.4375,30.55817413330078,30.77019500732422,-371.09130859375
-39.0625,-39.0625,-23.4375,25.35774040222168,235.8773956298828,-331.8558349609375
-23.4375,-46.875,-31.25,30.55817413330078,30.77019500732422,-371.09130859375
-23.4375,-46.875,-23.4375,30.55817413330078,30.77019500732422,-371.09130859375
0.0,-39.0625,-23.4375,28.864639282226562,315.5635681152344,-501.24737548828125
-46.875,-39.0625,-31.25,-176.84974670410156,168.69512939453125,-362.96038818359375
-46.875,-39.0625,-23.4375,-176.84974670410156,168.69512939453125,-362.96038818359375
-46.875,-31.25,-23.4375,-176.84974670410156,168.69512939453125,-362.96038818359375
7.8125,-39.0625,-23.4375,28.864639282226562,315.5635681152344,-501.24737548828125
7.8125,-31.25,-23.4375,28.864639282226562,315.5635681152344,-501.24737548828125
-54.6875,-31.25,-31.25,-439.8434753417969,103.04834747314453,-422.95098876953125
-54.6875,-23.4375,-31.25,-439.8434753417969,103.04834747314453,-422.95098876953125
-54.6875,-31.25,-23.4375,-439.8434753417969,103.04834747314453,-422.95098876953125
-54.6875,-23.4375,-23.4375,-439.8434753417969,103.04834747314453,-422.95098876953125
7.8125,-23.4375,-23.4375,28.864639282226562,315.5635681152344,-501.24737548828125
-62.5,-23.4375,-31.25,-439.8434753417969,103.04834747314453,-422.95098876953125
-62.5,-15.625,-31.25,-350.400146484375,38.65827560424805,-344.46563720703125
-54.6875,-15.625,-31.25,-350.400146484375,38.65827560424805,-344.46563720703125
-62.5,-23.4375,-23.4375,-439.8434753417969,103.04834747314453,-422.95098876953125
-62.5,-15.625,-23.4375,-350.400146484375,38.65827560424805,-344.46563720703125
15.625,-23.4375,-31.25,31.6839542388916,346.8143005371094,-575.8712158203125
15.625,-23.4375,-23.4375,31.6839542388916,346.8143005371094,-575.8712158203125
15.625,-15.625,-23.4375,25.927995681762695,443.4751892089844,-618.56689453125
-62.5,-7.8125,-31.25,-247.5778350830078,14.971306800842285,-307.8286437988281
-54.6875,-7.8125,-31.25,-247.5778350830078,14.971306800842285,-307.8286437988281
-62.5,-7.8125,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
-54.6875,-7.8125,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
15.625,-7.8125,-23.4375,-63.52379608154297,146.16085815429688,-564.1588745117188
-54.6875,0.0,-31.25,-247.5778350830078,14.971306800842285,-307.8286437988281
-54.6875,0.0,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
15.625,0.0,-23.4375,-63.52379608154297,146.16085815429688,-564.1588745117188
-54.6875,7.8125,-31.25,-247.5778350830078,14.971306800842285,-307.8286437988281
-54.6875,7.8125,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
-46.875,7.8125,-23.4375,74.73214721679688,108.64763641357422,-243.99993896484375
15.625,7.8125,-23.4375,-63.52379608154297,146.16085815429688,-564.1588745117188
-46.875,15.625,-23.4375,119.8248062133789,100.29603576660156,-299.0542297363281
-39.0625,15.625,-23.4375,281.6821594238281,83.49382781982422,-263.5740051269531
23.4375,7.8125,-23.4375,-13.405989646911621,29.911420822143555,-630.828369140625
23.4375,15.625,-23.4375,-102.894775390625,-200.65533447265625,-592.80029296875
-39.0625,23.4375,-31.25,232.4603729248047,116.43289947509766,-326.323486328125
-39.0625,23.4375,-23.4375,232.4603729248047,116.43289947509766,-326.323486328125
-31.25,23.4375,-23.4375,232.4603729248047,116.43289947509766,-326.323486328125
-23.4375,23.4375,-23.4375,232.4603729248047,116.43289947509766,-326.323486328125
-15.625,23.4375,-23.4375,143.34671020507812,74.29957580566406,-311.50531005859375
-7.8125,23.4375,-23.4375,-108.39964294433594,58.0817985534668,-364.34808349609375
0.0,23.4375,-23.4375,-108.39964294433594,58.0817985534668,-364.34808349609375
7.8125,23.4375,-23.4375,-108.39964294433594,58.0817985534668,-364.34808349609375
15.625,23.4375,-23.4375,-256.7060852050781,38.62467575073242,-472.1600036621094
23.4375,23.4375,-23.4375,-145.26609802246094,16.401611328125,-570.672119140625
-15.625,-54.6875,-15.625,146.93841552734375,-119.4083251953125,-331.3369445800781
-7.8125,-54.6875,-15.625,27.539262771606445,-212.80819702148438,-363.27484130859375
-15.625,-46.875,-15.625,26.72654914855957,-57.830780029296875,-299.2631530761719
-7.8125,-46.875,-15.625,-45.341796875,-153.9436798095703,-374.1376647949219
0.0,-54.6875,-15.625,27.539262771606445,-212.80819702148438,-363.27484130859375
0.0,-46.875,-15.625,-45.341796875,-153.9436798095703,-374.1376647949219
-46.875,-46.875,-23.4375,-186.81675720214844,85.04655456542969,-419.1055908203125
-46.875,-46.875,-15.625,-143.21920776367188,109.2100830078125,-255.89051818847656
-39.0625,-46.875,-15.625,34.649959564208984,50.33427810668945,-249.35244750976562
-46.875,-39.0625,-15.625,-131.40513610839844,222.19638061523438,-236.20867919921875
-31.25,-46.875,-15.625,34.649959564208984,50.33427810668945,-249.35244750976562
-23.4375,-46.875,-15.625,34.649959564208984,50.33427810668945,-249.35244750976562
0.0,-39.0625,-15.625,-90.17130279541016,238.81581115722656,-459.7581787109375
-62.5,-39.0625,-23.4375,-439.8434753417969,103.04834747314453,-422.95098876953125
-54.6875,-39.0625,-23.4375,-439.8434753417969,103.04834747314453,-422.95098876953125
-62.5,-31.25,-23.4375,-439.8434753417969,103.04834747314453,-422.95098876953125
-62.5,-39.0625,-15.625,-387.75433349609375,150.10211181640625,-289.4209899902344
-54.6875,-39.0625,-15.625,-387.75433349609375,150.10211181640625,-289.4209899902344
-62.5,-31.25,-15.625,-387.75433349609375,150.10211181640625,-289.4209899902344
7.8125,-39.0625,-15.625,-90.17130279541016,238.81581115722656,-459.7581787109375
7.8125,-31.25,-15.625,-90.17130279541016,238.81581115722656,-459.7581787109375
-62.5,-23.4375,-15.625,-387.75433349609375,150.10211181640625,-289.4209899902344
7.8125,-23.4375,-15.625,-90.17130279541016,238.81581115722656,-459.7581787109375
-70.3125,-23.4375,-23.4375,-439.8434753417969,103.04834747314453,-422.95098876953125
-70.3125,-15.625,-23.4375,-350.400146484375,38.65827560424805,-344.46563720703125
-70.3125,-23.4375,-15.625,-387.75433349609375,150.10211181640625,-289.4209899902344
-70.3125,-15.625,-15.625,-286.9270935058594,91.99636840820312,-268.0059509277344
15.625,-23.4375,-15.625,-5.046760082244873,221.67047119140625,-542.2523193359375
15.625,-15.625,-15.625,-47.975242614746094,429.2884826660156,-641.3078002929688
-70.3125,-7.8125,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
-70.3125,-7.8125,-15.625,-192.01072692871094,17.91524887084961,-250.51690673828125
15.625,-7.8125,-15.625,-152.79190063476562,218.72508239746094,-637.4008178710938
-70.3125,0.0,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
-62.5,0.0,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
-70.3125,0.0,-15.625,-192.01072692871094,17.91524887084961,-250.51690673828125
-62.5,0.0,-15.625,-192.01072692871094,17.91524887084961,-250.51690673828125
15.625,0.0,-15.625,-152.79190063476562,218.72508239746094,-637.4008178710938
-62.5,7.8125,-23.4375,-247.5778350830078,14.971306800842285,-307.8286437988281
-62.5,7.8125,-15.625,-192.01072692871094,17.91524887084961,-250.51690673828125
-54.6875,7.8125,-15.625,-192.01072692871094,17.91524887084961,-250.51690673828125
23.4375,0.0,-23.4375,-13.405989646911621,29.911420822143555,-630.828369140625
23.4375,0.0,-15.625,-34.98952102661133,83.139404296875,-676.0540771484375
23.4375,7.8125,-15.625,-34.98952102661133,83.139404296875,-676.0540771484375
-54.6875,15.625,-23.4375,-192.67849731445312,91.15478515625,-351.1005554199219
-54.6875,15.625,-15.625,-154.05987548828125,43.59621810913086,-260.37152099609375
-46.875,15.625,-15.625,130.2068634033203,44.4327507019043,-256.1951599121094
-39.0625,15.625,-15.625,242.93487548828125,43.345279693603516,-314.8646545410156
23.4375,15.625,-15.625,-145.44105529785156,-139.3614959716797,-604.513916015625
-39.0625,23.4375,-15.625,220.80252075195312,108.8371353149414,-320.62188720703125
-31.25,23.4375,-15.625,220.80252075195312,108.8371353149414,-320.62188720703125
-23.4375,23.4375,-15.625,220.80252075195312,108.8371353149414,-320.62188720703125
-15.625,23.4375,-15.625,94.21450805664062,89.66920471191406,-398.19268798828125
-7.8125,23.4375,-15.625,-187.19354248046875,90.14118194580078,-475.515625
0.0,23.4375,-15.625,-187.19354248046875,90.14118194580078,-475.515625
7.8125,23.4375,-15.625,-187.19354248046875,90.14118194580078,-475.515625
15.625,23.4375,-15.625,-339.3092956542969,73.886962890625,-529.0112915039062
23.4375,23.4375,-15.625,-194.734619140625,45.594242095947266,-558.4647216796875
-62.5,-46.875,-15.625,-436.581298828125,109.00627899169922,-290.2114562988281
-54.6875,-46.875,-15.625,-436.581298828125,109.00627899169922,-290.2114562988281
-62.5,-46.875,-7.8125,-385.8392333984375,89.18904876708984,30.68183135986328
-54.6875,-46.875,-7.8125,-385.8392333984375,89.18904876708984,30.68183135986328
-62.5,-39.0625,-7.8125,-307.1417541503906,119.12063598632812,-25.73195457458496
-46.875,-46.875,-7.8125,-127.56287384033203,133.44699096679688,74.13947296142578
-39.0625,-46.875,-7.8125,-12.700509071350098,98.38829040527344,39.02313232421875
-31.25,-46.875,-7.8125,-12.700509071350098,98.38829040527344,39.02313232421875
-23.4375,-46.875,-7.8125,-12.700509071350098,98.38829040527344,39.02313232421875
-15.625,-46.875,-7.8125,-59.82054138183594,-16.913597106933594,-52.360328674316406
-7.8125,-46.875,-7.8125,-111.92625427246094,-142.5287628173828,-139.0913848876953
0.0,-46.875,-7.8125,-111.92625427246094,-142.5287628173828,-139.0913848876953
0.0,-39.0625,-7.8125,-187.26602172851562,147.83566284179688,-128.64454650878906
-70.3125,-39.0625,-15.625,-387.75433349609375,150.10211181640625,-289.4209899902344
-70.3125,-31.25,-15.625,-387.75433349609375,150.10211181640625,-289.4209899902344
-70.3125,-39.0625,-7.8125,-307.1417541503906,119.12063598632812,-25.73195457458496
-70.3125,-31.25,-7.8125,-307.1417541503906,119.12063598632812,-25.73195457458496
7.8125,-39.0625,-7.8125,-187.26602172851562,147.83566284179688,-128.64454650878906
7.8125,-31.25,-7.8125,-187.26602172851562,147.83566284179688,-128.64454650878906
-70.3125,-23.4375,-7.8125,-307.1417541503906,119.12063598632812,-25.73195457458496
7.8125,-23.4375,-7.8125,-187.26602172851562,147.83566284179688,-128.64454650878906
-70.3125,-15.625,-7.8125,-210.04107666015625,75.6630859375,-96.09165954589844
15.625,-23.4375,-7.8125,-52.98191452026367,110.56243896484375,-189.91006469726562
15.625,-15.625,-7.8125,-100.5224609375,341.1195068359375,-297.4764404296875
-70.3125,-7.8125,-7.8125,-138.00177001953125,14.885799407958984,-132.29542541503906
15.625,-7.8125,-7.8125,-182.43577575683594,208.64794921875,-402.0423583984375
-70.3125,0.0,-7.8125,-138.00177001953125,14.885799407958984,-132.29542541503906
15.625,0.0,-7.8125,-182.43577575683594,208.64794921875,-402.0423583984375
-70.3125,7.8125,-15.625,-192.01072692871094,17.91524887084961,-250.51690673828125
-70.3125,7.8125,-7.8125,-138.00177001953125,14.885799407958984,-132.29542541503906
-62.5,7.8125,-7.8125,-138.00177001953125,14.885799407958984,-132.29542541503906
23.4375,0.0,-7.8125,-65.15483856201172,99.15774536132812,-420.30615234375
23.4375,7.8125,-7.8125,-65.15483856201172,99.15774536132812,-420.30615234375
-62.5,15.625,-15.625,-154.05987548828125,43.59621810913086,-260.37152099609375
-62.5,15.625,-7.8125,-118.97267150878906,34.54685974121094,-137.73867797851562
-54.6875,15.625,-7.8125,-118.97267150878906,34.54685974121094,-137.73867797851562
-46.875,15.625,-7.8125,81.9013671875,25.072566986083984,-141.23663330078125
23.4375,15.625,-7.8125,-149.50204467773438,-100.83513641357422,-435.1396789550781
-46.875,23.4375,-15.625,99.30815124511719,152.64320373535156,-278.3656005859375
-46.875,23.4375,-7.8125,55.70166778564453,144.9949951171875,-159.12310791015625
-39.0625,23.4375,-7.8125,108.4971923828125,115.18147277832031,-270.9005126953125
-31.25,23.4375,-7.8125,108.4971923828125,115.18147277832031,-270.9005126953125
-23.4375,23.4375,-7.8125,108.4971923828125,115.18147277832031,-270.9005126953125
-15.625,23.4375,-7.8125,-21.25678825378418,97.04073333740234,-427.5291748046875
-7.8125,23.4375,-7.8125,-243.4232940673828,84.03646850585938,-528.3592529296875
