SGX,SGY,SGZ,vx,vy,vz,vr,err
12.619213179308888,39.58589293033902,25.242154807024722,-248.28407287597656,-233.58322143554688,-90.25332641601562,-301.50834178777455,111.88655354570818
118.73096934209217,-47.452567375777136,15.06055410877767,324.4468078613281,-85.40364074707031,34.78851318359375,334.7547899551167,162.88986610023437
-47.68996968184761,-74.61826727678076,140.8612164919671,5.858917236328125,-180.74530029296875,402.1468505859375,419.8348179905376,151.61625869026471
-12.61921317930924,-39.58589293033862,-25.24215480702492,-250.9679718017578,31.42233657836914,326.14093017578125,-129.78124497997527,118.33096984444842
-118.73096934209251,47.452567375777534,-15.060554108777868,37.194923400878906,47.53900146484375,-85.93168640136719,-6.727671658325851,120.74155573087512
47.68996968184725,74.61826727678115,-140.86121649196727,131.4547119140625,-53.96491622924805,-113.51100158691406,109.5745206751345,105.279641209816
